timestamp,latitude,longitude,uuid,operator,Location,network_type*,wifi_connected_primary_freq_mhz
2025-11-08 20:11:13.830000-05:00,41.6980831,-86.2330633,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:11:18.827000-05:00,41.6979402,-86.2331957,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:11:23.825000-05:00,41.6979251,-86.2332175,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:11:28.821000-05:00,41.6979176,-86.2332229,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:11:33.826000-05:00,41.6979176,-86.2332229,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:11:38.833000-05:00,41.6978861,-86.2332626,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:11:43.844000-05:00,41.6978872,-86.2332545,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:11:48.826000-05:00,41.6979027,-86.2332557,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:11:53.840000-05:00,41.6979052,-86.2332753,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:11:58.833000-05:00,41.6978961,-86.2332643,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:12:03.836000-05:00,41.6979313,-86.2333262,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:12:08.833000-05:00,41.6979403,-86.2333612,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:12:13.837000-05:00,41.69795,-86.2333667,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:12:18.833000-05:00,41.6979535,-86.2333714,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:12:23.825000-05:00,41.697956,-86.2333832,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:12:28.835000-05:00,41.6979506,-86.233394,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:12:33.826000-05:00,41.6979537,-86.2333935,64957d65,T-Mobile,Bowl,LTE,
2025-11-08 20:12:38.834000-05:00,41.6979605,-86.2333873,64957d65,T-Mobile,Bowl,LTE,
2025-11-08 20:12:43.830000-05:00,41.6979551,-86.2333972,64957d65,T-Mobile,Bowl,LTE,
2025-11-08 20:12:48.832000-05:00,41.6979462,-86.2333998,64957d65,T-Mobile,Bowl,LTE,
2025-11-08 20:12:53.836000-05:00,41.6979498,-86.233402,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:12:58.832000-05:00,41.6979503,-86.2334036,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:03.836000-05:00,41.6979498,-86.2334031,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:08.838000-05:00,41.6979491,-86.2334033,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:13.838000-05:00,41.6979489,-86.2334038,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:18.841000-05:00,41.6979485,-86.2334074,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:23.842000-05:00,41.6979497,-86.2334044,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:28.832000-05:00,41.6979489,-86.2334014,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:33.834000-05:00,41.6979491,-86.2334006,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:38.837000-05:00,41.6979494,-86.2334005,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:43.840000-05:00,41.6979494,-86.2334006,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:48.837000-05:00,41.6979496,-86.2334011,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:53.839000-05:00,41.6979494,-86.2334014,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:13:58.836000-05:00,41.6979494,-86.2334016,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:03.843000-05:00,41.6979497,-86.233402,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:08.839000-05:00,41.6979495,-86.2334023,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:13.839000-05:00,41.6979498,-86.2334027,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:18.839000-05:00,41.6979497,-86.233403,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:23.841000-05:00,41.6979497,-86.2334031,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:24.300000-05:00,41.6979497,-86.2345057,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:14:28.836000-05:00,41.6979492,-86.2334032,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:32.763000-05:00,41.6979525,-86.2345003,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:14:33.837000-05:00,41.6979491,-86.2334032,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:37.770000-05:00,41.6979527,-86.2345007,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:14:38.833000-05:00,41.6979493,-86.2334035,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:42.769000-05:00,41.6979503,-86.2345024,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:14:43.837000-05:00,41.6979493,-86.2334038,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:48.835000-05:00,41.697949,-86.2334038,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:52.818000-05:00,41.6979517,-86.2345035,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:14:53.844000-05:00,41.6979495,-86.2334037,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:14:58.844000-05:00,41.6979496,-86.2334032,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:15:00.245000-05:00,41.6979591,-86.2345242,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:03.841000-05:00,41.6979497,-86.2334034,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:15:07.687000-05:00,41.6979571,-86.2345458,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:08.846000-05:00,41.6979495,-86.2334034,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:15:12.699000-05:00,41.6979456,-86.2345722,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:13.844000-05:00,41.6979495,-86.2334036,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:15:17.694000-05:00,41.6979401,-86.2345827,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:18.849000-05:00,41.6979498,-86.2334038,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:15:22.699000-05:00,41.6979402,-86.2345847,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:23.844000-05:00,41.6979499,-86.2334036,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:15:27.705000-05:00,41.697945,-86.2345848,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:28.837000-05:00,41.6979488,-86.2334075,64957d65,T-Mobile,Bowl,NR,5600.0
2025-11-08 20:15:32.707000-05:00,41.697944,-86.2345787,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:33.848000-05:00,41.6979489,-86.2334049,64957d65,T-Mobile,Bowl,NR,5600.0
2025-11-08 20:15:37.704000-05:00,41.6979485,-86.2345745,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:38.844000-05:00,41.6979494,-86.2334059,64957d65,T-Mobile,Bowl,NR,5600.0
2025-11-08 20:15:42.697000-05:00,41.6979483,-86.2345296,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:43.845000-05:00,41.6979497,-86.2334059,64957d65,T-Mobile,Bowl,NR,5600.0
2025-11-08 20:15:47.704000-05:00,41.6979389,-86.2345188,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:48.838000-05:00,41.6979492,-86.2334036,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:15:52.700000-05:00,41.6979375,-86.2345145,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:53.849000-05:00,41.697949,-86.2334035,64957d65,T-Mobile,Bowl,LTE,6215.0
2025-11-08 20:15:57.700000-05:00,41.6979384,-86.2344953,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:15:58.864000-05:00,41.6979486,-86.2334038,64957d65,T-Mobile,Bowl,LTE,6215.0
2025-11-08 20:16:02.777000-05:00,41.6979355,-86.2344796,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:16:03.865000-05:00,41.6979486,-86.2334037,64957d65,T-Mobile,Bowl,LTE,6215.0
2025-11-08 20:16:07.782000-05:00,41.6979378,-86.2344685,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:16:08.853000-05:00,41.6979487,-86.2334036,64957d65,T-Mobile,Bowl,LTE,6215.0
2025-11-08 20:16:12.783000-05:00,41.697936,-86.2344745,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:16:13.846000-05:00,41.6979487,-86.2334036,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:16:17.780000-05:00,41.6979338,-86.234487,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:16:18.853000-05:00,41.6979488,-86.2334034,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:16:22.786000-05:00,41.6979334,-86.2344911,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:16:23.851000-05:00,41.6979489,-86.2334035,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:16:27.785000-05:00,41.6979336,-86.2344929,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:16:28.858000-05:00,41.697949,-86.2334026,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:16:32.784000-05:00,41.6979442,-86.2345054,a0654bd3,AT&T,Bowl,NR-NSA,
2025-11-08 20:16:33.856000-05:00,41.6979489,-86.2334024,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:16:37.785000-05:00,41.6979443,-86.234514,a0654bd3,AT&T,Bowl,NR-NSA,
2025-11-08 20:16:38.850000-05:00,41.6979489,-86.2334025,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:16:42.781000-05:00,41.697945,-86.2345249,a0654bd3,AT&T,Bowl,NR-NSA,
2025-11-08 20:16:43.843000-05:00,41.697949,-86.2334026,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:16:47.785000-05:00,41.6979472,-86.2345311,a0654bd3,AT&T,Bowl,NR-NSA,
2025-11-08 20:16:48.842000-05:00,41.6979491,-86.2334028,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:16:52.785000-05:00,41.6979481,-86.2345346,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:16:53.846000-05:00,41.6979491,-86.2334027,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:16:57.785000-05:00,41.697952,-86.2345342,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:16:58.850000-05:00,41.6979489,-86.2334029,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:02.786000-05:00,41.697952,-86.2345337,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:03.847000-05:00,41.6979488,-86.2334029,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:07.785000-05:00,41.6979515,-86.2345301,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:08.853000-05:00,41.6979487,-86.2334031,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:12.786000-05:00,41.6979467,-86.234523,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:13.853000-05:00,41.6979486,-86.2334032,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:17.785000-05:00,41.697951,-86.2345158,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:18.845000-05:00,41.6979488,-86.2334035,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:22.783000-05:00,41.6979514,-86.2345147,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:23.522000-05:00,41.6988898,-86.2333119,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:17:23.851000-05:00,41.6979488,-86.2334035,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:27.784000-05:00,41.6979514,-86.2345148,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:28.522000-05:00,41.6988543,-86.233355,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:17:28.851000-05:00,41.6979489,-86.2334035,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:32.807000-05:00,41.6979514,-86.2345147,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:33.851000-05:00,41.6979489,-86.2334036,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:35.092000-05:00,41.6988407,-86.2333723,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:17:37.788000-05:00,41.6979514,-86.2345149,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:38.852000-05:00,41.6979488,-86.2334038,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:41.413000-05:00,41.6988316,-86.2334032,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:17:42.786000-05:00,41.6979514,-86.2345149,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:43.854000-05:00,41.6979488,-86.2334037,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:46.409000-05:00,41.6988316,-86.2334032,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:17:47.788000-05:00,41.6979518,-86.2345134,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:48.853000-05:00,41.6979491,-86.2334036,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:51.417000-05:00,41.6988279,-86.2333988,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:17:52.790000-05:00,41.6979528,-86.2345126,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:53.855000-05:00,41.697949,-86.2334036,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:17:56.417000-05:00,41.6988296,-86.2333904,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:17:57.793000-05:00,41.6979529,-86.2345124,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:17:58.856000-05:00,41.6979492,-86.2334037,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:01.890000-05:00,41.6988278,-86.2333856,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:18:02.788000-05:00,41.6979537,-86.2345054,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:03.856000-05:00,41.6979491,-86.2334035,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:06.902000-05:00,41.6988279,-86.2333838,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:18:07.797000-05:00,41.6979501,-86.2345022,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:08.871000-05:00,41.697949,-86.2334036,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:11.897000-05:00,41.6988247,-86.2333814,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:18:12.795000-05:00,41.697956,-86.2345056,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:13.857000-05:00,41.6979489,-86.2334033,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:16.899000-05:00,41.6988244,-86.2333813,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:18:17.792000-05:00,41.697957,-86.2345161,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:18.859000-05:00,41.6979487,-86.2334034,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:21.903000-05:00,41.6988243,-86.2333809,7c36e7df,Verizon,Bowl,NR-NSA,
2025-11-08 20:18:22.793000-05:00,41.697958,-86.2345147,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:23.858000-05:00,41.6979491,-86.2334026,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:26.898000-05:00,41.6988245,-86.2333809,7c36e7df,Verizon,Bowl,NR-NSA,
2025-11-08 20:18:27.790000-05:00,41.6979574,-86.2345154,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:28.856000-05:00,41.6979474,-86.2334055,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:31.900000-05:00,41.6988246,-86.2333812,7c36e7df,Verizon,Bowl,NR-NSA,
2025-11-08 20:18:32.790000-05:00,41.6979549,-86.2345079,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:33.852000-05:00,41.6979505,-86.2334022,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:36.899000-05:00,41.6988246,-86.2333806,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:18:37.790000-05:00,41.6979557,-86.2345066,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:38.856000-05:00,41.6979511,-86.2334018,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:41.908000-05:00,41.6988247,-86.2333804,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:18:42.792000-05:00,41.6979557,-86.2345068,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:43.851000-05:00,41.6979511,-86.2334022,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:46.896000-05:00,41.6988249,-86.2333807,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:18:47.793000-05:00,41.6979552,-86.2345072,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:48.860000-05:00,41.6979514,-86.2334025,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:51.903000-05:00,41.6988251,-86.2333805,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:18:52.792000-05:00,41.6979549,-86.2345058,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:53.849000-05:00,41.6979515,-86.2334029,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:18:56.896000-05:00,41.6988251,-86.2333799,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:18:57.788000-05:00,41.6979557,-86.2345049,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:18:58.862000-05:00,41.6979519,-86.2334031,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:19:01.903000-05:00,41.6988252,-86.2333801,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:19:02.786000-05:00,41.6979559,-86.2345053,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:19:03.865000-05:00,41.697952,-86.2334034,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:19:06.900000-05:00,41.6988253,-86.2333799,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:19:07.792000-05:00,41.6979559,-86.2345052,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:19:08.861000-05:00,41.6979516,-86.2334035,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:19:11.901000-05:00,41.6988254,-86.2333795,7c36e7df,Verizon,Bowl,NR-NSA,
2025-11-08 20:19:12.787000-05:00,41.6979529,-86.2345037,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:19:13.861000-05:00,41.6979514,-86.2334034,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:19:16.898000-05:00,41.6988255,-86.2333794,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:19:17.792000-05:00,41.6979532,-86.2345017,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:19:18.853000-05:00,41.6979516,-86.2334037,64957d65,T-Mobile,Bowl,NR,6215.0
2025-11-08 20:19:21.896000-05:00,41.6988255,-86.2333795,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:19:22.809000-05:00,41.697954,-86.2344966,a0654bd3,AT&T,Bowl,LTE,
2025-11-08 20:19:23.858000-05:00,41.6979521,-86.2334042,64957d65,T-Mobile,Bowl,NR,
2025-11-08 20:19:26.899000-05:00,41.6988256,-86.2333794,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:19:27.792000-05:00,41.697953,-86.2344935,a0654bd3,AT&T,Bowl,NR-NSA,
2025-11-08 20:19:31.906000-05:00,41.6988259,-86.2333793,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:19:32.794000-05:00,41.697953,-86.2344933,a0654bd3,AT&T,Bowl,NR-NSA,
2025-11-08 20:19:36.900000-05:00,41.698826,-86.2333792,7c36e7df,Verizon,Bowl,LTE,
2025-11-08 20:19:37.794000-05:00,41.6979501,-86.2344916,a0654bd3,AT&T,Bowl,NR-NSA,
