Time,Latitude,Longitude,Unit,Operator,Browsing Duration,Download Duration,IP Throughput,Access Duration,Time To First Byte,Kbytes In First Second,Round Trip Time (RTT),Size Of Webpage,Number of Redirections,Browser,Page Complete Criterion,Number of Resources,Number of Resources not loaded,Number of Images,APN,Primary DNS,IP,Resolved Target IP,Host,Protocol,Operation,AP Type,AP Profile Name,Test Name,Direction,Test Status,Location,uuid,Data Technology Reporting,operator,network_type*,wifi_connected_primary_freq_mhz,Location_sigcap
2025-11-08 20:13:16.526000-05:00,41.697948,-86.233408,QualiPoc_619529,T-Mobile,23.2,9.124,2146.291977202984,264.0,595.0,108.01475800347949,54.0,2447.846,2,Android 14 - WebView 117.0.5938.60,Page download completed,34,0,5,fast.t-mobile.com,,2607:FB90:BB1C:505B:810A:2F09:E4F0:B28A,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,instagram.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:13:31.012000-05:00,41.697949,-86.233401,QualiPoc_619529,T-Mobile,13.194,8.21,1214.959317904992,2194.0,2464.0,116.92230711062012,64.0,1246.852,1,Android 14 - WebView 117.0.5938.60,Page download completed,6,0,1,fast.t-mobile.com,,192.0.0.2,146.75.40.159,x.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:13:56.509000-05:00,41.697949,-86.233402,QualiPoc_619529,T-Mobile,24.312,13.908,964.000575208512,,,,162.0,1675.915,2,Android 14 - WebView 117.0.5938.60,Page download completed,74,0,1,fast.t-mobile.com,,2607:FB90:BB1C:505B:810A:2F09:E4F0:B28A,2607:7700:0000:003A:0000:0001:1736:4EAF,tiktok.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:14:04.497000-05:00,41.69795,-86.233402,QualiPoc_619529,T-Mobile,6.685,4.399,2274.640600136392,560.0,1108.0,222.12277232224025,77.0,1250.768,3,Android 14 - WebView 117.0.5938.60,Page download completed,22,0,0,fast.t-mobile.com,,2607:FB90:BB1C:505B:810A:2F09:E4F0:B28A,2607:7700:0000:003A:0000:0001:6858:CE9A,youtube.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:14:08.448000-05:00,41.697949,-86.233402,QualiPoc_619529,T-Mobile,2.673,1.969,4318.561706449977,341.0,633.0,508.32230197110647,71.0,1062.906,2,Android 14 - WebView 117.0.5938.60,Page download completed,55,0,11,fast.t-mobile.com,,2607:FB90:BB1C:505B:810A:2F09:E4F0:B28A,2A03:2880:F357:0006:FACE:B00C:0000:14C9,facebook.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:14:11.844000-05:00,41.69795,-86.233403,QualiPoc_619529,T-Mobile,2.121,1.669,3746.742142420544,364.0,476.0,457.3676930422412,33.0,781.667,2,Android 14 - WebView 117.0.5938.60,Page download completed,32,0,3,fast.t-mobile.com,,2607:FB90:BB1C:505B:810A:2F09:E4F0:B28A,2607:F8B0:4009:0808:0000:0000:0000:2004,google.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:14:17.093000-05:00,41.69795,-86.233403,QualiPoc_619529,T-Mobile,4.083,0.84,36341.26666666664,184.0,370.0,1011.509070049541,57.0,3815.833,1,Android 14 - WebView 117.0.5938.60,Page download completed,126,0,13,fast.t-mobile.com,,2607:FB90:BB1C:505B:810A:2F09:E4F0:B28A,2607:7700:0000:003A:0000:0001:924B:4E85,247sports.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:14:22.904000-05:00,41.69795,-86.233403,QualiPoc_619529,T-Mobile,4.536,0.514,89040.28015564241,265.0,376.0,1372.667287315723,35.0,5720.838,1,Android 14 - WebView 117.0.5938.60,Page download completed,250,2,51,fast.t-mobile.com,,2607:FB90:BB1C:505B:810A:2F09:E4F0:B28A,2600:1407:3C00:0989:0000:0000:0000:3134,ncaa.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:14:25.695000-05:00,41.697949,-86.233403,QualiPoc_619529,T-Mobile,1.564,0.505,24577.58415841584,351.0,691.0,1710.0425014108398,32.0,1551.46,1,Android 14 - WebView 117.0.5938.60,Page download completed,52,0,5,fast.t-mobile.com,,2607:FB90:BB1C:505B:810A:2F09:E4F0:B28A,2600:1407:3C00:0011:0000:0000:17DC:F609,espn.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:14:32.268000-05:00,41.697949,-86.233403,QualiPoc_619529,T-Mobile,5.291,0.92,36496.73043478264,325.0,428.0,841.9790275780606,76.0,4197.124,1,Android 14 - WebView 117.0.5938.60,Page download completed,313,1,9,fast.t-mobile.com,,2607:FB90:BB1C:505B:810A:2F09:E4F0:B28A,2001:4998:0064:0800:0000:0000:0000:6001,sports.yahoo.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:14:36.521000-05:00,41.697949,-86.233404,QualiPoc_619529,T-Mobile,2.97,0.165,375199.9030303032,195.0,300.0,2834.6312652381835,35.0,7738.498,2,Android 14 - WebView 117.0.5938.60,Page download completed,386,1,34,fast.t-mobile.com,,2607:FB90:BB1C:505B:810A:2F09:E4F0:B28A,2607:7700:0000:003A:0000:0001:924B:4E84,foxsports.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:14:41.264000-05:00,41.697949,-86.233404,QualiPoc_619529,T-Mobile,3.446,0.201,242589.5721393032,326.0,500.0,2014.9661343728808,31.0,6095.063,1,Android 14 - WebView 117.0.5938.60,Page download completed,82,1,15,fast.t-mobile.com,,2607:FB90:BB1C:505B:810A:2F09:E4F0:B28A,2600:1407:3C00:0030:0000:0000:17C8:9C4F,bleacherreport.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,T-Mobile,NR,,Bowl
2025-11-08 20:16:15.130000-05:00,41.697949,-86.233404,QualiPoc_619529,T-Mobile,1.884,,,231.0,351.0,5412.110653223164,21.0,8468.178,2,Android 14 - WebView 117.0.5938.60,Page download completed,35,0,3,fast.t-mobile.com,,10.12.241.207,57.144.204.192,instagram.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:16:19.240000-05:00,41.697949,-86.233403,QualiPoc_619529,T-Mobile,2.837,1.479,9347.87829614608,172.0,252.0,744.1289992559522,14.0,1728.189,1,Android 14 - WebView 117.0.5938.60,Page download completed,9,0,1,fast.t-mobile.com,,10.12.241.207,199.232.72.159,x.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:16:22.841000-05:00,41.697944,-86.234503,QualiPoc_361786,AT&T,,,,,,,,,0,Android 14 - WebView 117.0.5938.60,Page download completed,0,0,0,enhancedphone,,2600:0381:9604:5BF4:A9EF:D3ED:0739:472B,2607:F8B0:4009:0806:0000:0000:0000:200A,instagram.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Failed,Bowl,a0654bd3,LTE,AT&T,LTE,,Bowl
2025-11-08 20:16:23.826000-05:00,41.697949,-86.233404,QualiPoc_619529,T-Mobile,3.283,0.222,174585.5135135136,427.0,561.0,1803.048482755332,17.0,4844.748,2,Android 14 - WebView 117.0.5938.60,Page download completed,179,0,10,fast.t-mobile.com,,10.12.241.207,23.209.94.79,tiktok.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:16:26.933000-05:00,41.697949,-86.233403,QualiPoc_619529,T-Mobile,1.809,1.147,8462.54925893632,286.0,426.0,889.5501947259755,15.0,1213.318,2,Android 14 - WebView 117.0.5938.60,Page download completed,24,0,1,fast.t-mobile.com,,10.12.241.207,142.251.34.238,youtube.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:16:30.369000-05:00,41.697949,-86.233402,QualiPoc_619529,T-Mobile,2.155,1.672,5284.047846889952,183.0,378.0,673.210001170412,18.0,1104.366,2,Android 14 - WebView 117.0.5938.60,Page download completed,54,0,11,fast.t-mobile.com,,10.12.241.207,57.144.204.6,facebook.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:16:34.266000-05:00,41.697949,-86.233402,QualiPoc_619529,T-Mobile,2.676,2.001,3212.96053421452,456.0,605.0,392.206728666917,72.0,803.641,2,Android 14 - WebView 117.0.5938.60,Page download completed,31,0,3,fast.t-mobile.com,,10.12.241.207,142.250.191.196,google.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:16:54.077000-05:00,41.697947,-86.23454,QualiPoc_361786,AT&T,,,,2940.0,5168.0,11.739830127734962,185.0,,1,Android 14 - WebView 117.0.5938.60,Page download completed,6,0,1,enhancedphone,,10.4.148.124,151.101.144.159,x.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Failed,Bowl,a0654bd3,"5G EN-DC, LTE",AT&T,LTE,,Bowl
2025-11-08 20:17:05.316000-05:00,41.697952,-86.234533,QualiPoc_361786,AT&T,,,,,,,,,0,Android 14 - WebView 117.0.5938.60,Page download completed,0,0,0,enhancedphone,,10.4.148.124,172.66.0.227,tiktok.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Failed,Bowl,a0654bd3,LTE,AT&T,LTE,,Bowl
2025-11-08 20:17:26.609000-05:00,41.697951,-86.234515,QualiPoc_361786,AT&T,,,,,,,,,0,Android 14 - WebView 117.0.5938.60,Page download completed,1,0,0,enhancedphone,,10.4.148.124,151.101.144.159,youtube.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Failed,Bowl,a0654bd3,LTE,AT&T,LTE,,Bowl
2025-11-08 20:17:57.939000-05:00,41.697953,-86.234512,QualiPoc_361786,AT&T,,,,2269.0,8170.0,5.693029906994971,266.0,,2,Android 14 - WebView 117.0.5938.60,Page download completed,18,0,0,enhancedphone,,2600:0381:9604:5BF4:A9EF:D3ED:0739:472B,2A03:2880:F35A:0001:FACE:B00C:0000:25DE,facebook.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Failed,Bowl,a0654bd3,"LTE, LTE 2CCA",AT&T,LTE,,Bowl
2025-11-08 20:18:05.460000-05:00,41.697949,-86.233404,QualiPoc_619529,T-Mobile,,,,323.0,416.0,40.81032536233506,160.0,,1,Android 14 - WebView 117.0.5938.60,Page download completed,68,0,14,fast.t-mobile.com,,10.12.241.207,146.75.82.133,247sports.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Failed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:18:09.132000-05:00,41.697948,-86.234506,QualiPoc_361786,AT&T,,,,,,,,,0,Android 14 - WebView 117.0.5938.60,Page download completed,0,0,0,enhancedphone,,2600:0381:9604:5BF4:A9EF:D3ED:0739:472B,2A03:2880:F35A:0006:FACE:B00C:0000:14C9,google.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Failed,Bowl,a0654bd3,LTE,AT&T,LTE,,Bowl
2025-11-08 20:18:10.746000-05:00,41.697949,-86.233403,QualiPoc_619529,T-Mobile,4.064,0.339,133978.9262536872,332.0,576.0,1599.1617955905665,23.0,5677.357,1,Android 14 - WebView 117.0.5938.60,Page download completed,248,2,52,fast.t-mobile.com,,10.12.241.207,2.16.234.41,ncaa.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:18:13.878000-05:00,41.697949,-86.233403,QualiPoc_619529,T-Mobile,1.902,1.099,9183.82529572336,339.0,523.0,880.0418526785713,131.0,1261.628,1,Android 14 - WebView 117.0.5938.60,Page download completed,52,0,5,fast.t-mobile.com,,10.12.241.207,23.32.45.48,espn.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:18:20.322000-05:00,41.697957,-86.234516,QualiPoc_361786,AT&T,,,,,,,,,0,Android 14 - WebView 117.0.5938.60,Page download completed,0,0,0,enhancedphone,,2600:0381:9604:5BF4:A9EF:D3ED:0739:472B,2A03:2880:F35A:0006:FACE:B00C:0000:14C9,247sports.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Failed,Bowl,a0654bd3,LTE,AT&T,LTE,,Bowl
2025-11-08 20:18:25.598000-05:00,41.697945,-86.233405,QualiPoc_619529,T-Mobile,10.417,2.021,18109.79119247896,245.0,345.0,444.7744913514189,80.0,4574.986,1,Android 14 - WebView 117.0.5938.60,Page download completed,363,0,10,fast.t-mobile.com,,10.12.241.207,69.147.65.252,sports.yahoo.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:18:27.934000-05:00,41.698824,-86.233381,QualiPoc_396840,Verizon,4.796,1.523,13633.28168089296,246.0,428.0,694.0321655941954,42.0,2595.436,2,Android 14 - WebView 117.0.5938.60,Page download completed,34,0,6,VZWINTERNET,,2600:1008:B011:3A80:14BD:6FEA:A6E5:C1A2,2A03:2880:F366:00C0:FACE:B00C:0000:43FE,instagram.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Verizon,NR-NSA,,Bowl
2025-11-08 20:18:32.316000-05:00,41.69795,-86.233402,QualiPoc_619529,T-Mobile,5.48,0.478,173264.26778242638,73.0,187.0,1913.666921020254,36.0,10352.54,2,Android 14 - WebView 117.0.5938.60,Page download completed,519,4,53,fast.t-mobile.com,,10.12.241.207,184.31.121.51,foxsports.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:18:36.558000-05:00,41.697951,-86.233402,QualiPoc_619529,T-Mobile,2.971,0.167,252614.7065868264,381.0,533.0,2228.359273582861,133.0,5273.332,1,Android 14 - WebView 117.0.5938.60,Page download completed,74,2,13,fast.t-mobile.com,,10.12.241.207,23.45.46.235,bleacherreport.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,64957d65,NaN,Wi-Fi 6,NR,6215.0,Bowl
2025-11-08 20:18:39.821000-05:00,41.698825,-86.233381,QualiPoc_396840,Verizon,10.716,4.407,2870.309961425008,741.0,3291.0,220.3371927618437,40.0,1581.182,1,Android 14 - WebView 117.0.5938.60,Page download completed,6,0,1,VZWINTERNET,,100.103.14.102,199.232.72.159,x.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Verizon,LTE,,Bowl
2025-11-08 20:18:48.368000-05:00,41.698825,-86.233381,QualiPoc_396840,Verizon,7.395,3.216,4983.768656716416,381.0,597.0,288.52950223971385,39.0,2003.475,2,Android 14 - WebView 117.0.5938.60,Page download completed,85,0,3,VZWINTERNET,,100.103.14.102,23.215.11.143,tiktok.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Verizon,LTE,,Bowl
2025-11-08 20:18:52.284000-05:00,41.698825,-86.233381,QualiPoc_396840,Verizon,2.719,2.244,3153.86364989676,293.0,474.0,384.9927932820859,28.0,884.658,3,Android 14 - WebView 117.0.5938.60,Page download completed,21,0,0,VZWINTERNET,,2600:1008:B011:3A80:14BD:6FEA:A6E5:C1A2,2607:F8B0:4009:081A:0000:0000:0000:200E,youtube.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Verizon,LTE,,Bowl
2025-11-08 20:18:56.896000-05:00,41.698825,-86.23338,QualiPoc_396840,Verizon,3.361,2.833,3058.544299329336,218.0,420.0,369.96211251748826,47.0,1083.107,2,Android 14 - WebView 117.0.5938.60,Page download completed,55,0,11,VZWINTERNET,,2600:1008:B011:3A80:14BD:6FEA:A6E5:C1A2,2A03:2880:F366:0006:FACE:B00C:0000:14C9,facebook.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Verizon,LTE,,Bowl
2025-11-08 20:19:04.355000-05:00,41.698825,-86.23338,QualiPoc_396840,Verizon,6.203,4.011,1253.407430463344,719.0,2141.0,153.00380009660938,55.0,628.427,2,Android 14 - WebView 117.0.5938.60,Page download completed,20,0,2,VZWINTERNET,,2600:1008:B011:3A80:14BD:6FEA:A6E5:C1A2,2607:F8B0:4009:081C:0000:0000:0000:2004,google.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Verizon,LTE,,Bowl
2025-11-08 20:19:51.600000-05:00,41.697956,-86.234496,QualiPoc_361786,AT&T,,,,10851.0,30960.0,1.698612060811621,7616.0,,1,Android 14 - WebView 117.0.5938.60,Page download completed,65,0,0,enhancedphone,,2600:0381:9604:5BF4:A9EF:D3ED:0739:472B,FC00:000A:000A:0000:0000:0000:0000:0400,ncaa.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Failed,Bowl,a0654bd3,"5G EN-DC, LTE",AT&T,LTE,,Bowl
2025-11-08 20:20:35.593000-05:00,41.698827,-86.233388,QualiPoc_396840,Verizon,,,,376.0,544.0,34.22071376588106,58.0,,1,Android 14 - WebView 117.0.5938.60,Page download completed,67,0,14,VZWINTERNET,,100.103.14.102,146.75.82.133,247sports.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Failed,Bowl,7c36e7df,NaN,Verizon,LTE,,Bowl
2025-11-08 20:20:56.171000-05:00,41.698827,-86.233386,QualiPoc_396840,Verizon,19.387,2.969,15550.08689794544,351.0,514.0,298.3466160997881,49.0,5771.026,1,Android 14 - WebView 117.0.5938.60,Page download completed,241,0,47,VZWINTERNET,,2600:1008:B011:3A80:14BD:6FEA:A6E5:C1A2,2600:1407:3C00:0989:0000:0000:0000:3134,ncaa.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Verizon,LTE,,Bowl
2025-11-08 20:20:59.709000-05:00,41.698827,-86.233386,QualiPoc_396840,Verizon,2.395,0.446,27838.31390134528,871.0,1334.0,1424.4467369595898,371.0,1551.986,1,Android 14 - WebView 117.0.5938.60,Page download completed,52,0,5,VZWINTERNET,,2600:1008:B011:3A80:14BD:6FEA:A6E5:C1A2,2600:1407:3C00:002C:0000:0000:1730:6359,espn.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Verizon,NR-NSA,,Bowl
2025-11-08 20:21:04.143000-05:00,41.698827,-86.233386,QualiPoc_396840,Verizon,3.187,1.125,17142.62755555552,169.0,286.0,812.0667956622968,42.0,2410.682,1,Android 14 - WebView 117.0.5938.60,Page download completed,93,0,2,VZWINTERNET,,2600:1008:B011:3A80:14BD:6FEA:A6E5:C1A2,2001:4998:0060:0807:0000:0000:0000:0001,sports.yahoo.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Verizon,NR-NSA,,Bowl
2025-11-08 20:21:08.772000-05:00,41.698827,-86.233385,QualiPoc_396840,Verizon,3.482,0.066,866377.6969696961,391.0,508.0,2346.25,32.0,7147.616,2,Android 14 - WebView 117.0.5938.60,Page download completed,360,1,34,VZWINTERNET,,100.103.14.102,184.31.121.51,foxsports.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Verizon,NR-NSA,,Bowl
2025-11-08 20:21:12.987000-05:00,41.698823,-86.233392,QualiPoc_396840,Verizon,3.071,0.37,113307.0270270272,190.0,324.0,1959.275250047852,22.0,5240.45,1,Android 14 - WebView 117.0.5938.60,Page download completed,72,0,13,VZWINTERNET,,2600:1008:B011:3A80:14BD:6FEA:A6E5:C1A2,2600:1407:3C00:0030:0000:0000:17C8:9C4F,bleacherreport.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Verizon,NR-NSA,,Bowl
2025-11-08 20:21:22.873000-05:00,41.697951,-86.234501,QualiPoc_361786,AT&T,,,,17508.0,29019.0,14.993337140102051,1895.0,,1,Android 14 - WebView 117.0.5938.60,Page download completed,9,0,0,enhancedphone,,2600:0381:9604:5BF4:A9EF:D3ED:0739:472B,2600:141F:4000:0005:0000:0000:17C1:C20D,espn.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Failed,Bowl,a0654bd3,"5G EN-DC, LTE",AT&T,LTE,,Bowl
2025-11-08 20:22:54.085000-05:00,41.697937,-86.234489,QualiPoc_361786,AT&T,,,,5540.0,36536.0,7.134539358069121,199.0,,1,Android 14 - WebView 117.0.5938.60,Page download completed,18,0,0,enhancedphone,,2600:0381:9604:5BF4:A9EF:D3ED:0739:472B,2001:4998:0060:0807:0000:0000:0000:0001,sports.yahoo.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Failed,Bowl,a0654bd3,"5G EN-DC, LTE, LTE 2CCA, LTE 3CCA, LTE 4CCA",AT&T,LTE,,Bowl
2025-11-08 20:23:05.261000-05:00,41.697937,-86.234489,QualiPoc_361786,AT&T,,,,,,,32.0,,0,Android 14 - WebView 117.0.5938.60,Page download completed,0,0,0,enhancedphone,,2600:0381:9604:5BF4:A9EF:D3ED:0739:472B,2001:4998:0060:0807:0000:0000:0000:0002,foxsports.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Failed,Bowl,a0654bd3,LTE,AT&T,LTE,,Bowl
2025-11-08 20:23:15.822000-05:00,41.698828,-86.233387,QualiPoc_396840,Verizon,4.627,1.434,14043.36959553696,373.0,466.0,699.5661327902676,51.0,2517.274,2,Android 14 - WebView 117.0.5938.60,Page download completed,34,0,6,VZWINTERNET,,10.12.105.30,57.144.204.192,instagram.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6135.0,Bowl
2025-11-08 20:23:16.357000-05:00,41.697938,-86.234484,QualiPoc_361786,AT&T,9.945,1.44,31264.88888888888,290.0,433.0,580.0909066919991,37.0,5627.68,1,Android 14 - WebView 117.0.5938.60,Page download completed,67,0,10,enhancedphone,,10.4.148.124,151.101.1.91,bleacherreport.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,"LTE 3CCA, LTE 4CCA, LTE, LTE 2CCA",AT&T,LTE,,Bowl
2025-11-08 20:23:21.688000-05:00,41.698827,-86.233387,QualiPoc_396840,Verizon,4.688,1.826,7474.291347207008,328.0,1477.0,596.0724368291592,165.0,1706.007,1,Android 14 - WebView 117.0.5938.60,Page download completed,6,0,1,VZWINTERNET,,10.12.105.30,199.232.72.159,x.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6135.0,Bowl
2025-11-08 20:23:33.892000-05:00,41.698827,-86.233385,QualiPoc_396840,Verizon,10.926,,,,,,145.0,4837.317,2,Android 14 - WebView 117.0.5938.60,Page download completed,169,0,8,VZWINTERNET,,10.12.105.30,23.220.206.138,tiktok.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6135.0,Bowl
2025-11-08 20:23:38.774000-05:00,41.698835,-86.233404,QualiPoc_396840,Verizon,3.692,3.078,2883.511371020144,257.0,348.0,333.56795287484573,126.0,1109.431,3,Android 14 - WebView 117.0.5938.60,Page download completed,21,0,0,VZWINTERNET,,10.12.105.30,142.251.34.238,youtube.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6135.0,Bowl
2025-11-08 20:23:43.819000-05:00,41.698833,-86.23341,QualiPoc_396840,Verizon,3.883,2.686,3815.088607594936,267.0,421.0,365.0115352348994,76.0,1280.916,2,Android 14 - WebView 117.0.5938.60,Page download completed,54,0,11,VZWINTERNET,,10.12.105.30,57.144.204.6,facebook.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6135.0,Bowl
2025-11-08 20:23:47.802000-05:00,41.698832,-86.23341,QualiPoc_396840,Verizon,2.73,1.743,3860.159738324952,762.0,855.0,471.2107358003447,124.0,841.032,2,Android 14 - WebView 117.0.5938.60,Page download completed,21,0,2,VZWINTERNET,,10.12.105.30,142.250.191.196,google.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,NaN,Wi-Fi 6,Wi-Fi,6135.0,Bowl
2025-11-08 20:24:28.337000-05:00,41.697943,-86.234489,QualiPoc_361786,AT&T,11.734,3.907,5582.74276938828,282.0,517.0,238.45336848468557,41.0,2726.472,2,Android 14 - WebView 117.0.5938.60,Page download completed,34,0,6,enhancedphone,,2600:0381:9604:5BF4:A9EF:D3ED:0739:472B,2A03:2880:F35A:00C0:FACE:B00C:0000:43FE,instagram.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,"5G EN-DC, LTE, LTE 2CCA, LTE 3CCA",AT&T,LTE,,Bowl
2025-11-08 20:24:42.689000-05:00,41.697944,-86.234492,QualiPoc_361786,AT&T,13.198,4.171,3199.708463198272,572.0,5897.0,236.2111697114688,43.0,1668.248,1,Android 14 - WebView 117.0.5938.60,Page download completed,6,0,1,enhancedphone,,10.4.148.124,151.101.44.159,x.com,HTTP,GET,default supl mms fota,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,a0654bd3,"LTE 4CCA, LTE 3CCA, LTE, LTE 2CCA",AT&T,LTE,,Bowl
