timestamp,latitude,longitude,uuid,operator,Location,network_type*,wifi_connected_primary_freq_mhz
2025-11-22 08:36:58.157000-05:00,41.6963506,-86.2298135,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:37:03.162000-05:00,41.6963771,-86.2298136,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:37:08.158000-05:00,41.6964438,-86.2298139,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:37:13.154000-05:00,41.6965075,-86.229812,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:37:18.159000-05:00,41.6965738,-86.2298181,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:37:23.160000-05:00,41.6966433,-86.2298216,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:37:28.158000-05:00,41.69671,-86.2298203,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:37:33.162000-05:00,41.6967757,-86.2298231,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:37:38.161000-05:00,41.6968399,-86.2298242,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:37:43.156000-05:00,41.6969073,-86.2298317,7c36e7df,Verizon,Concourse,NR-NSA,
2025-11-22 08:37:48.163000-05:00,41.6969769,-86.2298255,7c36e7df,Verizon,Concourse,NR-NSA,
2025-11-22 08:37:53.165000-05:00,41.6970488,-86.2298226,7c36e7df,Verizon,Concourse,NR-NSA,
2025-11-22 08:37:58.166000-05:00,41.6970358,-86.2297789,7c36e7df,Verizon,Concourse,NR-NSA,
2025-11-22 08:38:03.160000-05:00,41.6969588,-86.2297734,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:38:08.166000-05:00,41.6968862,-86.2297652,7c36e7df,Verizon,Concourse,NR-NSA,
2025-11-22 08:38:13.160000-05:00,41.6968155,-86.2297647,7c36e7df,Verizon,Concourse,NR-NSA,
2025-11-22 08:38:18.167000-05:00,41.6967531,-86.2297529,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:38:23.159000-05:00,41.6966816,-86.2297487,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:38:28.163000-05:00,41.6966161,-86.2297504,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:38:33.158000-05:00,41.6965393,-86.229749,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:38:38.166000-05:00,41.6964705,-86.2297565,7c36e7df,Verizon,Concourse,LTE,
2025-11-22 08:38:43.169000-05:00,41.696405,-86.2297552,7c36e7df,Verizon,Concourse,NR-NSA,
2025-11-22 08:38:48.168000-05:00,41.6963356,-86.2297614,7c36e7df,Verizon,Concourse,NR-NSA,
2025-11-22 08:38:53.167000-05:00,41.6962614,-86.2297592,7c36e7df,Verizon,Concourse,NR-NSA,
2025-11-22 08:38:58.163000-05:00,41.6962014,-86.229785,7c36e7df,Verizon,Concourse,NR-NSA,
2025-11-22 08:39:03.171000-05:00,41.6961308,-86.2297852,7c36e7df,Verizon,Concourse,NR-NSA,
2025-11-22 08:39:08.166000-05:00,41.6960649,-86.2298008,7c36e7df,Verizon,Concourse,NR-NSA,
