Time,Latitude,Longitude,Collection,Unit,Operator,Technology,Browsing Duration,Download Duration,IP Throughput,Access Duration,Time To First Byte,Kbytes In First Second,Round Trip Time (RTT),Size of Webpage,Number of Redirections,Browser,Page Complete Criterion,Number of Resources,Number of Resources not loaded,Number of Images,APN,Primary DNS,IP,Resolved Target IP,Host,Protocol,Operation,AP Type,AP Profile Name,Test Name,Direction,Test Status,Location,uuid,operator,network_type*,wifi_connected_primary_freq_mhz,Location_sigcap,carrier_original
2026-02-26 11:25:20.590000-05:00,41.697988,-86.23448,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.99,1.491,25705.11000069048,145.0,346.0,3137.8236869131447,51.0,4790.779,2,Android 14 - WebView 117.0.5938.60,Page download completed,35,0,6,fast.t-mobile.com,,10.12.79.156,57.144.204.192,instagram.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6375.0,Bowl,T-Mobile
2026-02-26 11:25:27.197000-05:00,41.697982,-86.234494,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,5.475,4.711,7648.774611355464,483.0,706.0,933.6872396386112,37.0,4504.167,2,Android 14 - WebView 117.0.5938.60,Page download completed,181,0,10,fast.t-mobile.com,,10.12.79.156,23.213.53.152,tiktok.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6375.0,Bowl,T-Mobile
2026-02-26 11:25:30.708000-05:00,41.697987,-86.234502,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,2.368,1.954,5617.594814978408,116.0,293.0,685.7402883508183,52.0,1372.095,2,Android 14 - WebView 117.0.5938.60,Page download completed,57,0,9,fast.t-mobile.com,,10.12.79.156,57.144.204.6,facebook.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6375.0,Bowl,T-Mobile
2026-02-26 11:25:36.681000-05:00,41.697987,-86.234511,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,4.837,4.217,22068.0776154908,245.0,565.0,2693.858887760849,26.0,11632.643,1,Android 14 - WebView 117.0.5938.60,Page download completed,248,1,49,fast.t-mobile.com,,10.12.79.156,23.14.142.47,ncaa.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6375.0,Bowl,T-Mobile
2026-02-26 11:25:43.327000-05:00,41.697986,-86.234515,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,5.494,5.136,6367.353760709392,169.0,291.0,777.2656021831191,58.0,4087.845,1,Android 14 - WebView 117.0.5938.60,Page download completed,257,0,9,fast.t-mobile.com,,10.12.79.156,69.147.65.251,sports.yahoo.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6375.0,Bowl,T-Mobile
2026-02-26 11:26:37.373000-05:00,41.698057,-86.234447,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,2.498,1.745,24715.6879000396,272.0,734.0,3017.042554620342,65.0,5391.093,2,Android 16 - WebView 134.0.6998.135,Page download completed,33,0,4,enhancedphone,,2600:0382:AC07:8D8F:4151:30F0:3A34:860C,2A03:2880:F366:00C0:FACE:B00C:0000:43FE,instagram.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:26:42.408000-05:00,41.698057,-86.234447,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,3.887,2.966,10666.20615310184,556.0,830.0,1302.0268116781835,54.0,3954.495,2,Android 16 - WebView 134.0.6998.135,Page download completed,217,0,10,enhancedphone,,10.148.63.55,23.62.106.203,tiktok.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,LTE,,Bowl,AT&T
2026-02-26 11:26:46.355000-05:00,41.698057,-86.234447,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,2.797,2.456,3996.764513569144,136.0,319.0,487.8876030639248,57.0,1227.01,2,Android 16 - WebView 134.0.6998.135,Page download completed,60,0,11,enhancedphone,,2600:0382:AC07:8D8F:4151:30F0:3A34:860C,2A03:2880:F366:0006:FACE:B00C:0000:14C9,facebook.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,LTE,,Bowl,AT&T
2026-02-26 11:26:52.290000-05:00,41.698059,-86.234444,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,4.814,3.952,23948.01907384672,404.0,759.0,2923.3395966441017,58.0,11830.311,1,Android 16 - WebView 134.0.6998.135,Page download completed,289,2,75,enhancedphone,,2600:0382:AC07:8D8F:4151:30F0:3A34:860C,2600:1405:D400:0287:0000:0000:0000:3134,ncaa.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:26:56.953000-05:00,41.698059,-86.234444,20260226_preGame_Bowl,QualiPoc_619529,AT&T,5G NR,3.504,2.925,11795.66102468288,281.0,575.0,1439.897168803418,54.0,4312.78,1,Android 16 - WebView 134.0.6998.135,Page download completed,249,0,36,enhancedphone,,2600:0382:AC07:8D8F:4151:30F0:3A34:860C,2001:4998:0060:0807:0000:0000:0000:0001,sports.yahoo.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:26:56.953000-05:00,41.698059,-86.234444,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,3.504,2.925,11795.66102468288,281.0,575.0,1439.897168803418,54.0,4312.78,1,Android 16 - WebView 134.0.6998.135,Page download completed,249,0,36,enhancedphone,,2600:0382:AC07:8D8F:4151:30F0:3A34:860C,2001:4998:0060:0807:0000:0000:0000:0001,sports.yahoo.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:27:36.744000-05:00,41.697975,-86.234486,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.885,1.452,66314.5593486724,218.0,383.0,8095.011056947314,33.0,12036.051,2,Android 14 - WebView 117.0.5938.60,Page download completed,35,0,6,fast.t-mobile.com,,2607:FB90:BB9A:92D7:78CB:C5C8:9EE5:5D7E,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,instagram.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:27:44.459000-05:00,41.697977,-86.234487,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,6.588,6.027,3349.384346801528,356.0,520.0,408.860161823876,32.0,2523.341,2,Android 14 - WebView 117.0.5938.60,Page download completed,97,0,3,fast.t-mobile.com,,2607:FB90:BB9A:92D7:78CB:C5C8:9EE5:5D7E,2607:7700:0000:003A:0000:0001:17D7:0B86,tiktok.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:27:47.663000-05:00,41.697974,-86.234485,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,2.029,1.496,5990.347350217456,228.0,379.0,731.2429499498662,33.0,1120.194,2,Android 14 - WebView 117.0.5938.60,Page download completed,57,0,9,fast.t-mobile.com,,2607:FB90:BB9A:92D7:78CB:C5C8:9EE5:5D7E,2A03:2880:F357:0006:FACE:B00C:0000:14C9,facebook.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:27:53.876000-05:00,41.697966,-86.234498,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,5.033,4.732,19207.1484856872,219.0,309.0,2344.621724429414,38.0,11361.024,1,Android 14 - WebView 117.0.5938.60,Page download completed,251,3,49,fast.t-mobile.com,,2607:FB90:BB9A:92D7:78CB:C5C8:9EE5:5D7E,2600:1407:3C00:0989:0000:0000:0000:3134,ncaa.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:27:59.458000-05:00,41.697969,-86.23449,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,4.46,3.686,7042.069278279384,624.0,775.0,859.6288108722188,99.0,3244.638,1,Android 14 - WebView 117.0.5938.60,Page download completed,186,0,7,fast.t-mobile.com,,2607:FB90:BB9A:92D7:78CB:C5C8:9EE5:5D7E,2A00:1288:0080:0807:0000:0000:0000:0002,sports.yahoo.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:30:47.765000-05:00,41.697989,-86.234691,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,2.409,1.632,57901.92868266912,303.0,777.0,7068.11164407169,39.0,11812.002,2,Android 14 - WebView 117.0.5938.60,Page download completed,35,0,6,fast.t-mobile.com,,2607:FB90:BB9A:92D7:78CB:C5C8:9EE5:5D7E,2A03:2880:F357:00C0:FACE:B00C:0000:43FE,instagram.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:30:55.105000-05:00,41.697989,-86.234691,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,6.208,5.561,3382.8074619778163,364.0,661.0,412.9401819029853,46.0,2351.473,2,Android 14 - WebView 117.0.5938.60,Page download completed,93,0,1,fast.t-mobile.com,,2607:FB90:BB9A:92D7:78CB:C5C8:9EE5:5D7E,2607:7700:0000:003A:0000:0001:1733:1999,tiktok.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:30:57.163000-05:00,41.697976,-86.234451,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,10.634,9.914,2634.967192237504,276.0,698.0,321.6513579281826,58.0,3265.384,2,Android 16 - WebView 134.0.6998.135,Page download completed,31,0,4,enhancedphone,,2600:0382:AC07:8D8F:4151:30F0:3A34:860C,2A03:2880:F366:00C0:FACE:B00C:0000:43FE,instagram.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:30:58.334000-05:00,41.697989,-86.23469,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,2.082,1.638,5621.72397935504,92.0,251.0,686.2444196428575,33.0,1151.046,2,Android 14 - WebView 117.0.5938.60,Page download completed,57,0,9,fast.t-mobile.com,,2607:FB90:BB9A:92D7:78CB:C5C8:9EE5:5D7E,2A03:2880:F357:0006:FACE:B00C:0000:14C9,facebook.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:31:03.636000-05:00,41.697989,-86.23469,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,4.168,3.73,24363.63664244224,223.0,342.0,2974.0768473525486,39.0,11359.546,1,Android 14 - WebView 117.0.5938.60,Page download completed,245,1,49,fast.t-mobile.com,,2607:FB90:BB9A:92D7:78CB:C5C8:9EE5:5D7E,2600:1407:7400:0D8E:0000:0000:0000:3134,ncaa.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:31:06.711000-05:00,41.697976,-86.234451,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,8.428,7.584,4339.22884850332,503.0,744.0,529.6911569587285,52.0,4113.59,2,Android 16 - WebView 134.0.6998.135,Page download completed,191,0,8,enhancedphone,,10.148.63.55,23.59.177.90,tiktok.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:31:07.916000-05:00,41.697989,-86.23469,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,3.123,1.864,10022.22737367632,607.0,740.0,1223.4180106625488,115.0,2335.182,1,Android 14 - WebView 117.0.5938.60,Page download completed,107,0,5,fast.t-mobile.com,,2607:FB90:BB9A:92D7:78CB:C5C8:9EE5:5D7E,2A00:1288:0080:0807:0000:0000:0000:0002,sports.yahoo.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,T-Mobile,NR,,Bowl,T-Mobile
2026-02-26 11:31:10.437000-05:00,41.697976,-86.234451,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,2.61,2.039,4852.4210879666325,245.0,447.0,592.3380793281016,52.0,1236.764,2,Android 16 - WebView 134.0.6998.135,Page download completed,60,0,11,enhancedphone,,2600:0382:AC07:8D8F:4151:30F0:3A34:860C,2A03:2880:F366:0006:FACE:B00C:0000:14C9,facebook.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:31:18.099000-05:00,41.697976,-86.234451,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,6.546,5.868,16144.0687190344,345.0,683.0,1970.7124446148632,58.0,11841.68,1,Android 16 - WebView 134.0.6998.135,Page download completed,288,2,75,enhancedphone,,2600:0382:AC07:8D8F:4151:30F0:3A34:860C,2600:1405:D400:0282:0000:0000:0000:3134,ncaa.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:31:23.486000-05:00,41.697976,-86.234451,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,4.269,3.706,9197.12392723024,275.0,526.0,1122.6953546613574,53.0,4260.566,1,Android 16 - WebView 134.0.6998.135,Page download completed,287,0,35,enhancedphone,,2600:0382:AC07:8D8F:4151:30F0:3A34:860C,2001:4998:0060:0807:0000:0000:0000:0001,sports.yahoo.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:33:19.053000-05:00,41.697989,-86.234689,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,2.033,1.589,22223.39775867608,214.0,359.0,2712.8162612098827,52.0,4414.121,2,Android 14 - WebView 117.0.5938.60,Page download completed,35,0,6,fast.t-mobile.com,,10.12.79.156,57.144.204.192,instagram.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:33:22.107000-05:00,41.697991,-86.234686,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.929,1.236,13920.16169760096,475.0,623.0,1699.2440331715234,55.0,2150.672,2,Android 14 - WebView 117.0.5938.60,Page download completed,71,0,0,fast.t-mobile.com,,10.12.79.156,23.64.114.214,tiktok.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:33:26.177000-05:00,41.697991,-86.234686,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,2.941,2.584,3674.540286576472,110.0,246.0,448.5520873645508,40.0,1186.876,2,Android 14 - WebView 117.0.5938.60,Page download completed,58,0,9,fast.t-mobile.com,,10.12.79.156,57.144.204.6,facebook.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:33:32.460000-05:00,41.697991,-86.234686,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,5.15,4.692,19199.94484636736,301.0,460.0,2343.7408421248924,48.0,11260.756,1,Android 14 - WebView 117.0.5938.60,Page download completed,248,1,49,fast.t-mobile.com,,10.12.79.156,23.54.42.4,ncaa.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:33:41.472000-05:00,41.697991,-86.234686,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,7.88,7.303,2666.16544308192,401.0,466.0,325.4598121063262,53.0,2433.877,1,Android 14 - WebView 117.0.5938.60,Page download completed,112,0,7,fast.t-mobile.com,,10.12.79.156,69.147.65.251,sports.yahoo.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:33:45.992000-05:00,41.697983,-86.234469,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,3.598,2.975,441848.6822310712,343.0,650.0,53936.4965204832,79.0,164312.143,2,Android 16 - WebView 134.0.6998.135,Page download completed,31,0,4,enhancedphone,,10.12.130.233,129.134.149.129,instagram.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,Wi-Fi 6,LTE,5975.0,Bowl,AT&T
2026-02-26 11:33:48.871000-05:00,41.697983,-86.234413,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,2.378,1.747,17344.98108715112,288.0,488.0,2117.306565719805,25.0,3787.709,2,Android 14 - WebView 117.0.5938.60,Page download completed,35,0,6,VZWINTERNET,,10.12.217.172,57.144.204.192,instagram.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,Wi-Fi 6,LTE,6375.0,Bowl,Verizon
2026-02-26 11:33:50.279000-05:00,41.697983,-86.234469,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,3.057,2.35,76588.17309003504,367.0,551.0,9349.116522606386,24.0,22497.714,2,Android 16 - WebView 134.0.6998.135,Page download completed,184,0,10,enhancedphone,,10.12.130.233,23.213.53.154,tiktok.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,Wi-Fi 6,LTE,5975.0,Bowl,AT&T
2026-02-26 11:33:53.251000-05:00,41.697983,-86.234469,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,1.713,1.183,8124.36539413232,381.0,488.0,991.7417318258692,32.0,1201.388,2,Android 16 - WebView 134.0.6998.135,Page download completed,59,0,11,enhancedphone,,10.12.130.233,57.144.204.6,facebook.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,Wi-Fi 6,LTE,5975.0,Bowl,AT&T
2026-02-26 11:33:55.076000-05:00,41.697983,-86.234413,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,3.711,2.978,9687.9519893784,629.0,734.0,1182.6116127644434,61.0,3606.341,2,Android 14 - WebView 117.0.5938.60,Page download completed,124,0,2,VZWINTERNET,,10.12.217.172,23.64.114.208,tiktok.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,Wi-Fi 6,LTE,6375.0,Bowl,Verizon
2026-02-26 11:33:57.442000-05:00,41.697983,-86.234468,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,3.058,2.697,34421.8796683736,230.0,358.0,4201.892438357431,22.0,11604.484,1,Android 16 - WebView 134.0.6998.135,Page download completed,276,2,69,enhancedphone,,10.12.130.233,2.16.234.41,ncaa.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,Wi-Fi 6,LTE,5975.0,Bowl,AT&T
2026-02-26 11:33:59.079000-05:00,41.697983,-86.234413,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,2.832,2.448,3888.975263776296,221.0,360.0,474.7278550091914,62.0,1190.025,2,Android 14 - WebView 117.0.5938.60,Page download completed,59,0,11,VZWINTERNET,,10.12.217.172,57.144.204.6,facebook.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,Wi-Fi 6,LTE,6375.0,Bowl,Verizon
2026-02-26 11:34:00.375000-05:00,41.697983,-86.234468,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,1.658,1.254,14921.78293664544,146.0,307.0,1821.5078934908304,19.0,2338.991,1,Android 16 - WebView 134.0.6998.135,Page download completed,107,0,5,enhancedphone,,10.12.130.233,69.147.65.251,sports.yahoo.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,Wi-Fi 6,LTE,5975.0,Bowl,AT&T
2026-02-26 11:34:06.052000-05:00,41.697982,-86.234412,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,5.837,5.169,17472.56182615864,447.0,572.0,2132.881269346104,44.0,11289.46,1,Android 14 - WebView 117.0.5938.60,Page download completed,253,1,49,VZWINTERNET,,10.12.217.172,2.16.234.41,ncaa.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,Wi-Fi 6,LTE,6375.0,Bowl,Verizon
2026-02-26 11:34:12.400000-05:00,41.697982,-86.234412,20260226_preGame_Bowl,QualiPoc_396840,Verizon,LTE,5.145,4.738,7497.006662556632,342.0,416.0,915.1625240739766,50.0,4440.105,1,Android 14 - WebView 117.0.5938.60,Page download completed,233,0,9,VZWINTERNET,,10.12.217.172,69.147.65.252,sports.yahoo.com,HTTP,GET,default dun supl,Verizon Internet,Browsing,Downlink,Completed,Bowl,7c36e7df,Wi-Fi 6,LTE,6375.0,Bowl,Verizon
2026-02-26 11:35:49.587000-05:00,41.697985,-86.234468,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,10.428,9.761,2779.213658362632,271.0,629.0,339.25967338131346,54.0,3390.99,2,Android 16 - WebView 134.0.6998.135,Page download completed,31,0,4,enhancedphone,,2600:0382:AC07:8D8F:2413:AA5B:E9C8:1746,2A03:2880:F366:00C0:FACE:B00C:0000:43FE,instagram.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:35:50.472000-05:00,41.698381,-86.234705,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,2.393,2.002,14119.05123961032,199.0,372.0,1723.5176932442578,86.0,3533.294,2,Android 14 - WebView 117.0.5938.60,Page download completed,34,0,6,fast.t-mobile.com,,10.12.79.156,57.144.204.192,instagram.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:35:54.531000-05:00,41.697986,-86.234468,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,3.675,2.822,11683.62229256048,565.0,743.0,1426.2217758903223,53.0,4121.393,2,Android 16 - WebView 134.0.6998.135,Page download completed,201,0,10,enhancedphone,,10.148.63.55,23.62.106.207,tiktok.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:35:55.148000-05:00,41.698381,-86.234705,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,3.546,2.504,11178.34757420216,696.0,953.0,1364.5452432358204,45.0,3498.825,2,Android 14 - WebView 117.0.5938.60,Page download completed,139,0,6,fast.t-mobile.com,,10.12.79.156,23.213.53.143,tiktok.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:35:58.869000-05:00,41.697986,-86.234468,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,3.095,2.561,3840.22805165388,287.0,433.0,468.7778364164385,54.0,1229.353,2,Android 16 - WebView 134.0.6998.135,Page download completed,60,0,11,enhancedphone,,2600:0382:AC07:8D8F:2413:AA5B:E9C8:1746,2A03:2880:F366:0006:FACE:B00C:0000:14C9,facebook.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:35:58.985000-05:00,41.698381,-86.234705,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,2.716,2.343,4045.47537013772,139.0,322.0,493.8313593683311,38.0,1184.816,2,Android 14 - WebView 117.0.5938.60,Page download completed,58,0,9,fast.t-mobile.com,,10.12.79.156,57.144.204.6,facebook.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:36:05.856000-05:00,41.698377,-86.23469,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,5.668,5.124,17542.92381667584,212.0,472.0,2141.4679617364354,55.0,11236.231,1,Android 14 - WebView 117.0.5938.60,Page download completed,247,1,49,fast.t-mobile.com,,10.12.79.156,23.54.42.4,ncaa.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:36:06.370000-05:00,41.697986,-86.234467,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,6.156,5.517,17101.246427966402,348.0,563.0,2087.5557226527053,59.0,11793.454,1,Android 16 - WebView 134.0.6998.135,Page download completed,283,2,69,enhancedphone,,2600:0382:AC07:8D8F:2413:AA5B:E9C8:1746,2600:1405:D400:0287:0000:0000:0000:3134,ncaa.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
2026-02-26 11:36:08.947000-05:00,41.698376,-86.234683,20260226_preGame_Bowl,QualiPoc_361786,T-Mobile,5G NR,1.963,1.522,12275.05261760232,123.0,289.0,1498.41581286958,27.0,2335.323,1,Android 14 - WebView 117.0.5938.60,Page download completed,107,0,5,fast.t-mobile.com,,10.12.79.156,69.147.65.252,sports.yahoo.com,HTTP,GET,default supl mms xcap,T-Mobile US LTE,Browsing,Downlink,Completed,Bowl,a0654bd3,Wi-Fi 6,NR,6355.0,Bowl,T-Mobile
2026-02-26 11:36:11.843000-05:00,41.697986,-86.234467,20260226_preGame_Bowl,QualiPoc_619529,AT&T,LTE,4.212,3.728,9224.0717542016,283.0,490.0,1125.986778684951,55.0,4298.423,1,Android 16 - WebView 134.0.6998.135,Page download completed,245,0,35,enhancedphone,,2600:0382:AC07:8D8F:2413:AA5B:E9C8:1746,2001:4998:0060:0807:0000:0000:0000:0001,sports.yahoo.com,HTTP,GET,default supl mms,ATT Enhancedphone,Browsing,Downlink,Completed,Bowl,fbd516f0,AT&T,NR-NSA,,Bowl,AT&T
